query_id,theme,query,pmid,pubmed_url,title,journal,pub_year,abstract,found_by,grade
3,gyneco,impact des anti-adhérentiels dans la diminution du risque de synéchie en hystéroscopie,40946263,https://pubmed.ncbi.nlm.nih.gov/40946263/,A comparison of the effects of oliceridine and sufentanil on the quality of recovery after hysteroscopic surgery: a prospective double-blind randomized controlled trial.,Journal of anesthesia,2025,"PURPOSE: Oliceridine is a G protein-biased μ-opioid receptor agonist that selectively activates G protein signaling while significantly reducing β-arrestin pathway recruitment. Clinical data indicate that this unique signaling bias may help mitigate common adverse effects associated with traditional opioids. The objective of this study was to compare the effects of oliceridine and sufentanil on postoperative recovery quality in patients undergoing hysteroscopic surgery.
METHODS: In this prospective, double-blind, randomized controlled trial, 108 patients undergoing hysteroscopic surgery were e",bge_m3,
3,gyneco,impact des anti-adhérentiels dans la diminution du risque de synéchie en hystéroscopie,42194786,https://pubmed.ncbi.nlm.nih.gov/42194786/,The Effect of Renal Artery Stent Implantation on Clinical Outcomes in Patients with Early-Stage (Non-Atrophic Kidney) and Clinically Overt Severe Atherosclerotic Renal Artery Stenosis (ARAS-TR).,Journal of clinical medicine,2026,"Objective: Atherosclerotic renal artery stenosis (ARAS) is increasingly prevalent among aging populations and in patients with diabetes, hyperlipidemia, aortoiliac obstructive disease, coronary artery disease, and/or hypertension. Patients with severe ARAS are at a substantially elevated risk of cardiovascular disease, recurrent congestive heart failure, stroke, ischemic nephropathy, and chronic kidney disease. Therefore, the ARAS-TR study aims to evaluate the effect of renal artery stenting on the clinical outcomes in patients with severe ARAS and renovascular hypertension. Materials: This st",bge_m3,
3,gyneco,impact des anti-adhérentiels dans la diminution du risque de synéchie en hystéroscopie,41420785,https://pubmed.ncbi.nlm.nih.gov/41420785/,Efficacy of PCSK9 Inhibitors on Clinical Outcomes in Patients with Established Atherosclerotic Cardiovascular Disease: A Network Meta-analysis.,"American journal of cardiovascular drugs : drugs, devices, and other interventions",2026,"AIMS: Residual cardiovascular risk remains substantial in patients with atherosclerotic cardiovascular disease (ASCVD) despite high-intensity statin therapy. Proprotein convertase subtilisin/kexin type 9 inhibitors (PCSK9i), including monoclonal antibodies and small-interfering RNA agents, offer additional risk reduction, yet comparative evidence across individual regimens remains limited.
METHODS AND RESULTS: We conducted a systematic review and network meta-analysis of randomized controlled trials evaluating approved PCSK9i dosages in patients with ASCVD. The primary outcome was major advers",bge_m3,
3,gyneco,impact des anti-adhérentiels dans la diminution du risque de synéchie en hystéroscopie,41745913,https://pubmed.ncbi.nlm.nih.gov/41745913/,Evaluation of the Cardiovascular and Serotonergic Modulatory Effects of Ondansetron in Healthy Dogs Under Anesthesia.,Veterinary sciences,2026,"Maintaining cardiovascular stability during anesthesia is essential, yet the routine use of atropine to prevent vagally induced low heart rate may impose additional stress on the heart. This randomized, controlled, observer-blinded, clinical study aimed to evaluate whether ondansetron, a selective 5-HT3 receptor antagonist, could serve as an alternative anesthetic adjuvant to modulate autonomic activity while maintaining cardiovascular stability in dogs. A total of 66 female dogs, with a mean age of 1.5 years and a mean weight of 16-18 kg ASA I, undergoing elective surgery were assigned to thr",bge_m3,
3,gyneco,impact des anti-adhérentiels dans la diminution du risque de synéchie en hystéroscopie,41621912,https://pubmed.ncbi.nlm.nih.gov/41621912/,Exosomal MiR-223-3p from Adipose-Derived Stem Cells Alleviates Hypoxia/Reoxygenation-Induced Ferroptosis of H9c2 Cells by Inhibiting TFRC.,International heart journal,2026,"Myocardial ischemia-reperfusion injury (MI/RI) refers to the deterioration of cardiac function after restoring ischemic myocardium perfusion. Stem cell exosomes have produced unique advantages in treating MI/RI. However, the roles of exosomal microRNA-223-3p (miR-223-3p) from adipose-derived stem cells (ADSCs) on MI/RI are still unclear. This study aimed to investigate the effects of exosomal miR-223-3p from ADSCs on hypoxia/reoxygenation (H/R)-induced H9c2 cell injuries. Our findings indicated that the separated ADSC-derived exosomes (ADSC-Exo) were spherical, with a complete cell membrane, a",bge_m3,
3,gyneco,impact des anti-adhérentiels dans la diminution du risque de synéchie en hystéroscopie,40067755,https://pubmed.ncbi.nlm.nih.gov/40067755/,Pridopidine in Amyotrophic Lateral Sclerosis: The HEALEY ALS Platform Trial.,JAMA,2025,"Importance: Amyotrophic lateral sclerosis (ALS) is a fatal disease. The sigma-1 (σ1) receptor emerged as a target for intervention.
Objective: To determine the effects of pridopidine, a σ1-receptor agonist, in ALS.
Design, Settings, and Participants: Pridopidine was tested as a regimen of the HEALEY ALS Platform Trial, a phase 2/3, multicenter, randomized, double-blind, platform trial. The study was conducted at 54 sites in the US from January 2021 to July 2022 (final follow-up, July 14, 2022). A total of 163 participants with ALS were randomized to receive pridopidine or placebo. An additiona",bge_m3,
3,gyneco,impact des anti-adhérentiels dans la diminution du risque de synéchie en hystéroscopie,41693739,https://pubmed.ncbi.nlm.nih.gov/41693739/,Prophylactic Mechanical Closure for Preventing Delayed Bleeding after Gastric Endoscopic Submucosal Dissection: A Systematic Review and Meta-Analysis.,DEN open,2026,"Background: Delayed bleeding remains the most common adverse event after gastric endoscopic submucosal dissection (ESD). We assessed whether prophylactic mechanical closure is associated with reduced clinically significant delayed bleeding.
Methods: PubMed, Embase, Cochrane CENTRAL, Scopus, and ClinicalTrials.gov were searched through October 2025. Comparative studies reporting delayed bleeding within 30 days were included. Random-effects meta-analysis with Hartung-Knapp-Sidik-Jonkman adjustment was applied. Evidence certainty was assessed using GRADE.
Results: Nine studies (2646 patients; eig",bge_m3,
3,gyneco,impact des anti-adhérentiels dans la diminution du risque de synéchie en hystéroscopie,41693951,https://pubmed.ncbi.nlm.nih.gov/41693951/,Admission HDL-C and recurrence risk of hypertriglyceridemia-induced acute pancreatitis: a multicenter cohort study.,Frontiers in nutrition,2026,"Background: Hypertriglyceridemia-induced acute pancreatitis (HTG-AP) carries a high risk of post-discharge recurrence. Whether admission high-density lipoprotein cholesterol (HDL-C) independently predicts recurrence and how its effect varies over time remain unclear.
Methods: A multicenter retrospective study was conducted, including consecutive HTG-AP inpatients from three hospitals from January 2020 to March 2025. The primary endpoint was overall post-discharge recurrence; while the secondary endpoints included recurrence within 6 and 12 months. HDL-C, analyzed both as a continuous variable ",bge_m3,
3,gyneco,impact des anti-adhérentiels dans la diminution du risque de synéchie en hystéroscopie,41609813,https://pubmed.ncbi.nlm.nih.gov/41609813/,Hypotensive Agents for Controlled Hypotension in Endoscopic Sinus Surgery: A Systematic Review and Network Meta-Analysis.,JAMA otolaryngology-- head & neck surgery,2026,"Importance: Excessive bleeding during endoscopic sinus surgery (ESS) impairs visualization and increases complications. Controlled hypotension is widely used; however, comparative effectiveness of available pharmacological agents remains uncertain.
Objective: To compare the effectiveness and safety of hypotensive drugs for reduced bleeding in ESS.
Data Sources: PubMed, Scopus, Web of Science, and Cochrane databases were searched from inception to December 2024, and updated to include studies up to May 2025.
Study Selection: Randomized clinical trials of patients undergoing ESS and receiving de",bge_m3,
3,gyneco,impact des anti-adhérentiels dans la diminution du risque de synéchie en hystéroscopie,41501311,https://pubmed.ncbi.nlm.nih.gov/41501311/,PCSK9 and ANGPTL3 Inhibitors in Homozygous Familial Hypercholesterolemia: A Meta-analysis of Randomized Clinical Trials.,Drugs,2026,"OBJECTIVE: The aim of this meta-analysis was to compare the efficacy of PCSK9 and ANGPTL3 inhibitors in patients with homozygous familial hypercholesterolemia (HoFH).
METHODS: We systematically searched selected electronic databases until 30 November 2024. Main end point was the effect of lipid lowering therapy on lipid profile: total cholesterol (TC), triglycerides (TG), low density lipoprotein cholesterol (LDL-C), high density lipoprotein cholesterol (HDL-C) and lipoproteins levels. The secondary end point was adverse clinical effects.
RESULTS: A total of 12 trials involving 392 patients wit",bge_m3,
3,gyneco,impact des anti-adhérentiels dans la diminution du risque de synéchie en hystéroscopie,41728492,https://pubmed.ncbi.nlm.nih.gov/41728492/,A Randomized Evaluation of Prophylactic Phenylephrine and Left Uterine Displacement for the Reduction of Hypotension After Spinal Anesthesia in Cesarean Delivery.,Cureus,2026,"Background Spinal anesthesia-induced hypotension is a frequent and critical problem during cesarean section, carrying risks for both mother and fetus. Prophylactic vasopressors and mechanical manipulation of the uterus are common preventative methods. The primary aim of this study was to assess the effectiveness of prophylactic phenylephrine bolus versus 15° left lateral tilt in preventing maternal hypotension. Material and methods In this randomized comparative study, 144 women who were planned to undergo elective cesarean delivery under spinal anesthesia were divided into two groups. Group A",bge_m3,
3,gyneco,impact des anti-adhérentiels dans la diminution du risque de synéchie en hystéroscopie,39808369,https://pubmed.ncbi.nlm.nih.gov/39808369/,Small Interfering RNA Therapy for the Management and Prevention of Hypertension.,Current hypertension reports,2025,"PURPOSE OF REVIEW: To review currently existing knowledge on a new type of antihypertensive treatment, small interfering RNA (siRNA) targeting hepatic angiotensinogen.
RECENT FINDINGS: Targeting angiotensinogen synthesis in the liver with siRNA allows reaching a suppression of renin-angiotensin system (RAS) activity for up to 6 months after 1 injection. This might revolutionize antihypertensive treatment, as it could overcome non-adherence, the major reason for inadequate blood pressure control. Animal data support that its effects on blood pressure and end-organ damage are fully comparable to",bge_m3,
3,gyneco,impact des anti-adhérentiels dans la diminution du risque de synéchie en hystéroscopie,41592832,https://pubmed.ncbi.nlm.nih.gov/41592832/,"Effects of low-dose esketamine on hypoxaemia during thoracoscopic non-tracheal intubation anaesthesia: protocol for a double-blind, randomised controlled trial.",BMJ open,2026,"INTRODUCTION: Non-tracheal intubation anaesthesia for thoracoscopic surgery is associated with intraoperative hypoxaemia. Esketamine has both sedative and analgesic effects, which can increase lung compliance, reduce airway resistance and relax the respiratory smooth muscles. This study will investigate the effectiveness of low-dose esketamine in reducing the incidence of intraoperative hypoxaemia and other adverse events in patients undergoing thoracoscopic surgery without intubation anaesthesia.
METHODS AND ANALYSIS: This randomised controlled trial will enrol patients scheduled for non-intu",bge_m3,
3,gyneco,impact des anti-adhérentiels dans la diminution du risque de synéchie en hystéroscopie,42176429,https://pubmed.ncbi.nlm.nih.gov/42176429/,Effects of Fospropofol on intraoperative hemodynamics in patients undergoing Supratentorial tumor resection: A randomized controlled trial.,Journal of clinical anesthesia,2026,"BACKGROUND AND OBJECTIVE: We evaluated the efficacy and safety of fospropofol in maintaining intraoperative hemodynamics and perioperative outcomes in patients receiving supratentorial tumor resection and compared its performance against that of propofol.
METHODS: A multicenter randomized controlled trial was carried out between August 2023 and December 2024, in which patients scheduled for elective supratentorial tumor resection were assigned to receive either fospropofol or propofol for anesthesia induction and maintenance. The primary outcome was the area under the threshold (AUT) for a mea",bge_m3,
3,gyneco,impact des anti-adhérentiels dans la diminution du risque de synéchie en hystéroscopie,42176951,https://pubmed.ncbi.nlm.nih.gov/42176951/,Prospective Randomized Evaluation of Patient- and Physician-Reported Pain Concordance in Flexible Cystoscopy: Impact of Experience and Anxiety.,Actas urologicas espanolas,2026,"INTRODUCTION: Flexible cystoscopy is commonly performed under local anesthesia. This study explores the effects of pre-procedural anxiety, depression, and physician experience on both patient pain and the physician's perception of it.
METHODS: This prospective, randomized study included 120 male patients (≥18 years), scheduled for flexible cystoscopy under intraurethral 2% lidocaine. Patients were randomly assigned to four groups based on the experience level of the physician. Pain perception was assessed using the Visual Analog Scale (VAS), while pre-procedural anxiety and depression were mea",bge_m3,
3,gyneco,impact des anti-adhérentiels dans la diminution du risque de synéchie en hystéroscopie,38707613,https://pubmed.ncbi.nlm.nih.gov/38707613/,Dose-Response Study of Phenylephrine for Preventing Spinal-Induced Hypotension During Cesarean Delivery with Combined Spinal-Epidural Anesthesia Under the Effect of Prophylactic Intravenous Ondansetron.,"Drug design, development and therapy",2024,"Background: Ondansetron reduces the median effective dose (ED50) of prophylactic phenylephrine to prevent spinal-induced hypotension (SIH) during cesarean delivery. However, the exact dose response of phenylephrine in combination with prophylactic ondansetron for preventing SIH is unknown. Therefore, this study aimed to determine the dose-response of phenylephrine to prevent SIH in cesarean delivery when 4 mg of ondansetron was used as a preventive method.
Methods: A total of 80 parturients were enrolled and divided randomly into four groups (n = 20 in each group) who received either 0.2, 0.3,",bge_m3,
3,gyneco,impact des anti-adhérentiels dans la diminution du risque de synéchie en hystéroscopie,41696396,https://pubmed.ncbi.nlm.nih.gov/41696396/,Prevention of post-spinal hypotension in high risk cesarean delivery: A systematic review and updated network meta-analysis of prophylactic vasopressor infusions.,Indian journal of anaesthesia,2026,"Background and Aims: Post-spinal hypotension (PSH) is a common complication of neuraxial anaesthesia in high risk cesarean delivery (CD). This systematic review and network meta-analysis evaluate the comparative efficacy and safety of prophylactic intravenous infusions of norepinephrine, phenylephrine, and ephedrine to prevent PSH in this population.
Methods: Randomised controlled trials comparing intravenous prophylactic norepinephrine, phenylephrine, and ephedrine in high risk CD and reporting maternal or fetal outcomes were considered. Two reviewers screened studies, extracted data, and ass",bge_m3,
3,gyneco,impact des anti-adhérentiels dans la diminution du risque de synéchie en hystéroscopie,41640534,https://pubmed.ncbi.nlm.nih.gov/41640534/,Analysis of the use and advantages of depth of anaesthesia monitoring in children undergoing tonsillar adenoid surgery.,African health sciences,2025,"Background: To investigate the application and analysis of the advantages of depth of anesthesia monitoring in children undergoing tonsillar adenoid surgery.
Methodology: Eighty tonsillar adenoid surgery patients were divided into a control group and an observation group. Observation group was given dexmedetomidine. Saline was given to the control group. Hemodynamics, perioperative indicators, stress reaction indicators, and adverse reactions were compared.
Results: At t0, no statistically significant differences were found between the two groups for mean arterial pressure (MAP) (t =0.3789) or",bge_m3,
4,gyneco,alcoolisation des endométrioses versus kystectomie,41582658,https://pubmed.ncbi.nlm.nih.gov/41582658/,"Association of alcohol intake over the lifetime with colorectal adenoma and colorectal cancer risk in the Prostate, Lung, Colorectal, and Ovarian Cancer Screening Trial.",Cancer,2026,"BACKGROUND: Alcohol drinking is associated with higher colorectal cancer (CRC) risk, but research on lifetime alcohol drinking is limited. The objective of the current study was to estimate the association of lifetime alcohol drinking with incident colorectal adenoma and cancer.
METHODS: US adults enrolled in the Prostate, Lung, Colorectal, and Ovarian Cancer Screening Trial reported alcohol intake during four age periods. Average lifetime alcohol intake was calculated as average drinks per week from age 18 years until study baseline. Alcohol intake patterns were defined by past and current dr",bge_m3,
4,gyneco,alcoolisation des endométrioses versus kystectomie,42155472,https://pubmed.ncbi.nlm.nih.gov/42155472/,Comparative Efficacy and Safety of Endoscopic Treatments for Gastric Varices: A Systematic Review and Network Meta-analysis.,Endoscopy,2026,"BACKGROUND AND STUDY AIMS: It is unclear which is the best endoscopic treatment for gastric varices (GV). We performed a network meta-analysis combining direct and indirect comparisons among the different techniques.
PATIENTS AND METHODS: We identified 10 randomized controlled trials (RCTs) (760 patients) comparing endoscopic cyanoacrylate injection, endoscopic thrombin injection, endoscopic ultrasound (EUS)-guided cyanoacrylate injection, EUS-guided coil injection, EUS-guided cyanoacrylate+coil injection, large volume band ligation. The rebleeding rate was the primary outcome, whereas the com",bge_m3,
4,gyneco,alcoolisation des endométrioses versus kystectomie,41692215,https://pubmed.ncbi.nlm.nih.gov/41692215/,Response of male and female mice to chronic alcohol use before and during cancer.,"Alcohol (Fayetteville, N.Y.)",2026,"With its carcinogenic properties and ability to adversely affect skeletal muscle, alcohol intake before and during the development of cancer may exacerbate skeletal muscle complications like cancer cachexia. Any sex-specific effects of alcohol consumption before and during cancer also remain undefined. Presently, male and female mice were treated with a control alcohol-free liquid diet (CON) or a 20% ethanol (kcal/day) liquid diet (EtOH) for 7 weeks. Cancer groups (either CON or ETOH), were then inoculated with C26 colon cancer cells and gastrocnemius muscles were collected ∼ 2 weeks later. Al",bge_m3,
4,gyneco,alcoolisation des endométrioses versus kystectomie,42186948,https://pubmed.ncbi.nlm.nih.gov/42186948/,The Clinical Effect of Endoscopic Mucosal Needle Aspiration Combined with Anhydrous Alcohol in the Treatment of Pneumatosis Cystoides Intestinalis.,The Turkish journal of gastroenterology : the official journal of Turkish Society of Gastroenterology,2026,"Background/Aims: To evaluate the clinical efficacy and safety of endoscopic mucosal needle aspiration combined with intracapsular anhydrous alcohol injection for colonic pneumatosis cystoides intestinalis (PCI).
Materials and Methods: In this single-center, quasi-randomized comparative study, 86 patients diagnosed with colonic PCI and treated between April 2021 and April 2023 were allocated to a control group (needle aspiration alone, n = 43) or an observation group (needle aspiration plus alcohol injection, n = 43). Therapeutic efficacy, recurrence rate, complications, and postoperative satis",bge_m3,
4,gyneco,alcoolisation des endométrioses versus kystectomie,42201925,https://pubmed.ncbi.nlm.nih.gov/42201925/,Clinical outcomes associated with schistosome infection and alcohol use: A systematic scoping review.,PLoS neglected tropical diseases,2026,"BACKGROUND: Schistosomiasis and alcohol use are major, co-occurring risk factors for liver disease in low and middle-income countries. However, their interactions and shared disease outcomes remain poorly understood.
METHODS: We conducted a scoping review to understand how schistosome infection and alcohol use influence author-defined health outcomes. A systematic search was carried out on 3 March 2025 using the following databases: PubMed (1946 - present), Embase (1974 - present), Web of Science (1964 - present), Global Index Medicus (1901 - present), and Global Health (1973 - present). Quali",bge_m3,
4,gyneco,alcoolisation des endométrioses versus kystectomie,42164538,https://pubmed.ncbi.nlm.nih.gov/42164538/,Comparative effect of different surgical treatments for ovarian endometrioma on anti-Müllerian hormone levels: a systematic review and network meta-analysis.,Human reproduction open,2026,"STUDY QUESTION: Which surgical technique for endometrioma has the least detrimental effect on ovarian reserves?
SUMMARY ANSWER: Drainage with hemostatic sealants and cystectomy with ovarian suturing were associated with relatively smaller anti-Müllerian hormone (AMH) declines 3-6 months postoperatively; however, further research assessing fertility and long-term outcomes is needed to clarify the safety and efficacy of these techniques.
WHAT IS KNOWN ALREADY: Ovarian endometriomas are common in women of reproductive age and can affect their ability to have a pregnancy. Surgical removal of the e",bge_m3,
4,gyneco,alcoolisation des endométrioses versus kystectomie,41656119,https://pubmed.ncbi.nlm.nih.gov/41656119/,Sphincterotomy during endoscopic biliary drainage in cholangitis with sepsis-induced coagulopathy increases bleeding without clinical benefits.,Digestive and liver disease : official journal of the Italian Society of Gastroenterology and the Italian Association for the Study of the Liver,2026,"BACKGROUND: Acute cholangitis (AC) is life-threatening, requiring urgent biliary drainage. Endoscopic biliary drainage (EBD), often combined with endoscopic sphincterotomy (EST), may prevent post-endoscopic retrograde cholangiopancreatography pancreatitis (PEP). However, sepsis-induced coagulopathy (SIC) increases bleeding risk, raising concerns about EST safety.
AIMS: To evaluate the risk of adverse events (AEs) and clinical outcomes associated with EBD with or without EST in patients with AC and SIC.
METHODS: In this retrospective multicentre cohort study, data from enrolled patients were an",bge_m3,
4,gyneco,alcoolisation des endométrioses versus kystectomie,42207083,https://pubmed.ncbi.nlm.nih.gov/42207083/,EFFICACY OF WATER INFUSION VERSUS AIR/CO2 INSUFFLATION FOR COLONOSCOPY: A SYSTEMATIC REVIEW AND META-ANALYSIS.,Arquivos de gastroenterologia,2026,"BACKGROUND: Colonoscopy is a widely used screening method for colorectal cancer, playing a crucial role in early detection and prevention by allowing visualization and removal of precancerous lesions. It also helps diagnose and manage neoplastic lesions and inflammatory bowel disease by providing direct visualization of the intestinal mucosa. However, traditional air or carbon dioxide (CO2) insufflation may limit complete visualization of the colon. Alternatively, water infusion causes local distension without elongating the colon (unlike air insufflation), while warm water reduces spasms, dec",bge_m3,
4,gyneco,alcoolisation des endométrioses versus kystectomie,41737083,https://pubmed.ncbi.nlm.nih.gov/41737083/,Visibility in Endourologic Workup (VIEW): Comparison of Gas and Saline Cystoscopy.,Cureus,2026,"Introduction Macrohaematuria often compromises cystoscopic visibility. We therefore compared gas-based versus saline cystoscopy in a standardized ex vivo macrohematuria model to assess visibility, procedure completion, and observed procedural performance. Methods In a monocentric, two-arm, open-label, randomized crossover pilot, physicians performed cystoscopy on ex vivo porcine bladders modified to mimic human access. Macrohematuria was simulated using a blood-analogue solution. Each bladder was distended with ambient air (180 ml; manual syringes; no intravesical pressure control) or saline (",bge_m3,
4,gyneco,alcoolisation des endométrioses versus kystectomie,42191444,https://pubmed.ncbi.nlm.nih.gov/42191444/,Rates of de novo alcohol use disorder and de novo high-risk alcohol use after bariatric surgery: a systematic review and meta-analysis.,Surgery for obesity and related diseases : official journal of the American Society for Bariatric Surgery,2026,"BACKGROUND: Roux-en-Y gastric bypass (RYGB) and sleeve gastrectomy (SG) are among the most performed bariatric surgeries. Increased alcohol use has been reported after metabolic and bariatric surgery although data is conflicting, and the incidence of alcohol use disorders (AUDs) by type of intervention is unknown.
OBJECTIVE: To assess the rates of de novo AUD and de novo high-risk alcohol use after metabolic and bariatric surgery and assess differences among the common procedures.
SETTING: University Hospital, USA METHODS: MEDLINE and Embase were searched through March 23, 2025 for studies rep",bge_m3,
4,gyneco,alcoolisation des endométrioses versus kystectomie,41689113,https://pubmed.ncbi.nlm.nih.gov/41689113/,Percutaneous vs. surgical management in acute cholecystitis: addressing selection bias in meta-analyses.,World journal of emergency surgery : WJES,2026,"This commentary addresses the recent research titled ""Comparing percutaneous treatment and cholecystectomy outcomes in acute cholecystitis patients: a systematic review and meta-analysis"" published in the World Journal of Emergency Surgery. The review confirms that cholecystectomy (CC), particularly laparoscopic, is associated with lower mortality and readmission rates compared to percutaneous cholecystostomy (PC). However, this commentary emphasizes that the interpretation of these findings must account for inherent selection bias: in clinical practice, PC is typically reserved for higher-ris",bge_m3,
4,gyneco,alcoolisation des endométrioses versus kystectomie,41505968,https://pubmed.ncbi.nlm.nih.gov/41505968/,Role of alcohol consumption in the outcomes of non-variceal upper gastrointestinal bleeding: A retrospective study.,Medicina clinica,2026,"INTRODUCTION: Non-variceal upper gastrointestinal bleeding (NVUGIB) is one of the most common conditions in gastroenterology, with an incidence of 47 cases per 100,000 inhabitants per year. Alcohol consumption is a known risk factor. However, its impact on the need for intervention and clinical outcomes in patients without liver cirrhosis has not been fully evaluated. This study aimed to analyze the effect of alcohol consumption on NVUGIB outcomes.
MATERIAL AND METHODS: We conducted a retrospective cohort study including patients with NVUGIB from 2013 to 2022. Risky alcohol consumption was def",bge_m3,
4,gyneco,alcoolisation des endométrioses versus kystectomie,39764929,https://pubmed.ncbi.nlm.nih.gov/39764929/,Bariatric surgery and alcohol and substance use: A case-control survey study.,Drug and alcohol dependence,2025,"PURPOSE: Studies suggest alcohol and/or other substance misuse may develop after bariatric surgery (BS), but findings are not consistent or conclusive.
PROCEDURES: This cross-sectional online survey investigated alcohol and other substance use, via a modified version of the Alcohol Use Disorders Identification Test, before and after bariatric surgery, compared to a non-bariatric surgery sample. Data were anonymously collected via Qualtrics from adults who reported alcohol or substance use (BS, n = 328; non-BS, n = 292).
FINDINGS: Problematic alcohol, opioid, amphetamine, and cannabis use were ",bge_m3,
4,gyneco,alcoolisation des endométrioses versus kystectomie,41689896,https://pubmed.ncbi.nlm.nih.gov/41689896/,Association between alcohol consumption and breast cancer incidence and prognosis: A systematic review and meta-analysis.,"Breast (Edinburgh, Scotland)",2026,"BACKGROUND: While alcohol consumption appears to influence the incidence of breast cancer (BC), its association with prognosis after a BC diagnosis remains less established. This meta-analysis aimed to explore the association between alcohol consumption on both BC incidence and outcomes.
METHODS: A systematic literature search was conducted up to May 1st, 2025 (CRD42025593784). Retrospective and prospective studies reporting BC incidence, recurrences, and survival outcomes in women with history of alcohol consumption were included. Analyses according to alcohol intake levels (light, intermedia",bge_m3,
4,gyneco,alcoolisation des endométrioses versus kystectomie,41709055,https://pubmed.ncbi.nlm.nih.gov/41709055/,Comparison of Minimal Endoscopic Sphincterotomy with Balloon Dilation and Endoscopic Sphincterotomy for the Treatment of Small Common Bile Duct Stones: A Propensity-Matched Analysis.,Digestive diseases and sciences,2026,"BACKGROUND: Endoscopic sphincterotomy (ES) with balloon dilation, combining minimal incision and controlled dilation (ESBD), has been proposed to balance safety and efficacy in treating small common bile duct (CBD) stones. This study aimed to compare the outcomes of ESBD and conventional ES in a large real-world cohort.
METHODS: This retrospective study included 1,647 eligible patients (ESBD, n = 326; ES, n = 1,321) with ≤ 11 mm CBD stones who underwent endoscopic removal. Propensity score matching was performed (1:1, caliper 0.2), with 299 patients per group. The primary outcome was the rate ",bge_m3,
4,gyneco,alcoolisation des endométrioses versus kystectomie,41646397,https://pubmed.ncbi.nlm.nih.gov/41646397/,Factors associated with and patterns of alcohol intake in late survivorship for breast cancer survivors.,Research square,2026,"Purpose: To evaluate alcohol intake trends and identify demographic, clinical, lifestyle and socioeconomic factors associated with alcohol consumption in late survivorship among breast cancer survivors.
Methods: Individuals diagnosed with stage 0-3 breast cancer enrolled in the Mayo Clinic Breast Disease registry between 2014 to 2022 reported their average weekly alcohol intake at baseline (time of diagnosis) and at approximately four years post-diagnosis. Alcohol intake was divided into four categories and cross-sectional associations with demographic, clinical, and lifestyle factors were exa",bge_m3,
4,gyneco,alcoolisation des endométrioses versus kystectomie,42158784,https://pubmed.ncbi.nlm.nih.gov/42158784/,Surgical Complications in Conventional and Laparoscopic Cholecystectomy in an Ecuadorian Reference Hospital.,Cureus,2026,"Cholecystectomy is a very common surgical intervention that consists of the removal of the gallbladder, especially when complications such as cholecystitis exist. The laparoscopic technique has been associated with greater postsurgical benefits; however, no local research has been conducted comparing these two techniques, considering that in poor-income countries, there are hospitals that do not have the technological and economic resources available to perform laparoscopic surgeries. This project aimed to determine the differences between open versus laparoscopic cholecystectomy, in terms of ",bge_m3,
4,gyneco,alcoolisation des endométrioses versus kystectomie,41198927,https://pubmed.ncbi.nlm.nih.gov/41198927/,Endoscopic ultrasound versus conventional endoscopic cyanoacrylate glue injection for the management of gastrointestinal bleeding in cirrhosis: a randomized controlled trial.,Surgical endoscopy,2026,"BACKGROUND & AIMS: Cirrhosis with unexplained upper gastrointestinal bleeding (CUUGB) remains a persistent diagnostic and therapeutic challenge in the management of patients with cirrhosis. It is worth investigating whether EUS-guided cyanoacrylate injection (EUS-CYA) provides greater efficacy in the diagnosis and treatment of CUUGB compared to cyanoacrylate injection under direct endoscopy (DEI-CYA).
METHODS: This study enrolled 116 patients with CUUGB and employed a single-blind, prospective, parallel-group randomized design to assign participants into two arms: the DEI-CYA group (n = 58) an",bge_m3,
4,gyneco,alcoolisation des endométrioses versus kystectomie,41539349,https://pubmed.ncbi.nlm.nih.gov/41539349/,Endovascular Interventions Reduce Rebleeding in Patients With Gastric Varices: An Individual Patient Data Meta-Analysis.,Clinical gastroenterology and hepatology : the official clinical practice journal of the American Gastroenterological Association,2026,"BACKGROUND & AIMS: There is no consensus on the optimal modality of secondary prophylaxis for gastric variceal (GV) bleeding in patients with cirrhosis.
METHODS: Observational studies and randomized controlled trials (RCTs) comparing endovascular interventions-balloon-occluded retrograde transvenous obliteration (BRTO) and transjugular intrahepatic portosystemic shunt (TIPS)-with endoscopic cyanoacrylate injection (ECI) were considered for the aggregate data meta-analysis. Individual patient data were collected from RCTs to perform an individual patient data meta-analysis in a propensity score",bge_m3,
4,gyneco,alcoolisation des endométrioses versus kystectomie,41238999,https://pubmed.ncbi.nlm.nih.gov/41238999/,Endoscopic Treatment for Crohn's Disease-Related Deep Small Intestinal Strictures: Balloon-Assisted Enteroscopy-Guided Stricturotomy Versus Balloon Dilation Therapy-A Single-Center Retrospective Study.,Digestive diseases and sciences,2026,"BACKGROUND: Research data on balloon-assisted enteroscopy-guided stricturotomy (BAE-ES) versus endoscopic balloon dilation (BAE-EBD) for the treatment of Crohn's disease (CD)-related deep small intestinal strictures is limited. This study aimed to compare the efficacy and safety of BAE-ES versus BAE-EBD in treating CD-related deep small intestinal strictures.
METHODS: This retrospective study included patients with CD-related deep small intestinal strictures who underwent either BAE-ES or BAE-EBD treatment between May 2021 and June 2025. Outcome measures included technical success, adverse eve",bge_m3,
